,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
document_179,sma,kaya,si,gentle,mustang,coba,tau,beli,aja,tingkat,packingnya,bilang,live,fre,buble,wrap,dtang,pake,plastik,hitam,untung,pecah,kacamata,,,,,,,,,,,,,,,,,
document_180,paket,langanan,terimakasih,seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_181,terimakasih,paket,stelah,kirim,untung,sampe,lebaran,over,al,smua,barang,bagus,emas,oke,,,,,,,,,,,,,,,,,,,,,,,,,,
document_182,bagus,banget,buble,wrap,tebal,beli,langsung,kecewa,makasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_183,toko,barang,adkinya,top,banget,dikaish,buble,warp,gal,beli,makasih,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_184,barang,terimakasih,seller,masa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_185,nanti,pengirimanya,packingnya,buka,tau,udah,kek,gitu,untung,gda,barang,ilang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_186,sampek,pdahal,ket,dr,negri,sampe,kesel,sensiri,nungunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_187,kacamata,bagus,banget,harga,murah,g,kalah,kacamata,mahal,terimakasih,seller,shope,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_188,kirim,admin,respon,kualitas,produk,standar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_189,suka,banget,brngnya,oke,salah,brngnya,salah,oke,terima,oke,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_190,darat,sempurna,barang,bagus,kecewa,terimakasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_191,sumpah,kece,parah,kacamata,nyesel,beli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_192,mantul,harga,gin,hihi,mantap,moga,tahan,kirim,standar,kacamata,bagus,nila,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_193,bagus,kirim,bagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_194,bagus,kacamata,sayang,pas,rumah,kondisi,tangkai,kacamata,patah,gimana,cacat,besok,sen,aja,,,,,,,,,,,,,,,,,,,,,,,,,,
document_195,ngk,tau,udah,pesan,kali,toko,pokok,the,best,ngk,kecewa,kalo,pesan,toko,,,,,,,,,,,,,,,,,,,,,,,,,,
document_196,oke,banget,syuka,segi,kirim,aja,lambat,kya,pas,liat,barang,keren,dech,poko,harga,murce,udh,kacamata,kece,badai,,,,,,,,,,,,,,,,,,,,
document_197,bagus,banget,woi,nila,parah,si,pas,muka,bikin,nambah,rena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_198,parah,kece,beudm,murmer,murah,murah,kece,badai,parah,parah,prah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_199,pesan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_200,kacamata,ksh,gk,lambang,trs,kliatan,murah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_201,sen,kirim,doang,respon,jual,banget,kembali,dana,gk,respon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_202,kacamata,nga,bayar,ful,harga,tp,tangung,lapak,chat,d,bales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_203,asli,pictcuman,kirim,huhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_204,bagus,sukak,pengirimanya,cepet,ekspedisi,aja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_205,emas,tokoh,lebih,hri,kirim,pdhal,uda,cancelin,aj,tpi,urgent,banget,barang,sekrang,brang,pakai,,,,,,,,,,,,,,,,,,,,,,,,
document_206,pas,buka,barang,kacamata,gk,kirim,dikirm,masker,maskara,udh,tera,kirim,kacamata,udh,aduh,kecewa,banget,toko,kali,didouble,check,min,,,,,,,,,,,,,,,,,,
document_207,sumpah,bener,bener,kecewa,bngt,beli,toko,kali,bikin,kecewa,tdinya,sen,foto,kelas,sen,udah,kayak,ginikacanya,cuman,belah,doank,lepas,lagini,gmna,si,niat,si,jual,kecewa,bngt,sumpah,,,,,,,,,
document_208,kece,banget,pas,dipake,pandanganya,engak,langsung,gelap,banget,tp,oke,pakai,panas,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_209,so,gorgeous,murah,banget,toko,keratas,bas,ribu,masa,aja,sen,tgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_210,tau,harga,murah,tp,bener,bener,kaya,main,banget,bener,bener,bahan,plastik,pdhl,tmn,sblmnya,beli,toko,kacamata,bagus,link,toko,eh,pas,beli,bahan,kacamata,beda,pengirimanya,banget,nila,nungu,bahan,kacamata,kaya,gin,sory,,,
document_211,bagus,rb,setebel,parah,parah,parah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_212,ken,kasih,bintang,ngak,ribet,shope,tolak,paksa,kasih,thk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_213,topesanan,lengkaptpi,d,kemas,betd,chatbru,d,kirim,overloadmksih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_214,murah,kaca,mata,tp,syg,cacat,pingiran,tp,bs,pakai,anak,sy,bingkai,tipis,,,,,,,,,,,,,,,,,,,,,,,,,,
document_215,minus,kirim,aja,telat,langsung,kirim,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_216,kacamata,potong,nungu,butuh,pas,potong,sedih,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_217,bagus,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_218,kecewa,pesan,toko,udah,barang,kirim,salah,warna,an,barang,ngk,kirim,kembali,dana,respon,sulit,barang,udah,jual,suruh,kirim,seller,minta,dana,dito,haduh,kecewa,banget,,,,,,,,,,,,
document_219,toko,tipu,pesan,kemaren,pesan,dtg,ngk,sadar,pesan,toko,sma,tau,toko,ngk,pesan,gk,gnti,gk,ad,video,unboxingtoko,taik,,,,,,,,,,,,,,,,,,
document_220,sis,sis,cinta,pesan,kacamata,toko,alam,order,pcs,kirim,pcs,nipu,si,ownernya,udah,aju,kembali,dana,ownernya,bnyak,alas,korban,owner,nipu,,,,,,,,,,,,,,,,
document_221,barang,darat,selamat,sentosa,cacat,emas,rapi,banget,jd,gk,takut,pecah,berang,lengkap,bagus,banget,,,,,,,,,,,,,,,,,,,,,,,,
document_222,sen,kc,mt,hitam,korset,kc,mt,anti,radiasi,kc,mt,anti,radiasi,dikrm,kecewa,banget,komplen,jg,gk,bs,krn,gk,vid,unboxing,chat,seller,jg,ribetin,klo,udh,bgini,brati,toko,gk,amanah,kapok,dh,blanja,d,
document_223,neng,si,belanja,lengkap,barang,cepet,banget,barang,nila,banget,harga,mahal,kualitas,kecewa,poko,beli,thank,you,,,,,,,,,,,,,,,,,,,,,,
document_224,mantul,udah,kali,kali,langanan,barang,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_225,udah,nyari,nyari,kacamata,yen,kyagini,harga,murce,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_226,mna,salah,kirim,polos,kasih,titik,putih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_227,bagus,banget,murah,ngak,kecewa,pokok,pesan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_228,alhamdulilah,brng,udah,dtng,cepet,banget,dtngnya,cuman,rada,kecewa,sen,model,dtngnya,model,but,its,okay,kakanya,udah,bingung,bnyk,pesan,jg,makasih,udah,kirim,,,,,,,,,,,,,,
document_229,nyari,diolshop,kacamata,kaya,gin,dapet,sesui,ekspektasi,harga,murah,tpi,kualitas,nga,murahanmaksih,kakak,huhu,neng,banget,,,,,,,,,,,,,,,,,,,,,,
document_230,barang,cacat,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_231,untung,beli,cacat,mental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_232,kirim,flas,sale,kaca,noda,hilang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_233,udh,ingatin,cek,unit,biar,kyak,toko,sebelahternyata,ajabukan,harga,puas,pelang,utama,refund,barang,murah,kalah,ongkir,nyayaudah,smoga,depa,pentingin,puas,pelang,biar,kecewa,,,,,,,,,,,,,,
document_234,barang,sesuai,pesan,kirim,telat,aneh,pas,tali,ko,copot,paten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_235,bagus,rusak,mohon,return,kakak,sampe,skrg,jam,bom,pakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_236,syg,banget,maron,tombol,patah,tau,patahanya,kmna,yaudah,gp,bintang,tpi,cacat,aja,,,,,,,,,,,,,,,,,,,,,,,,,,
document_237,warna,navy,kirim,udah,lepas,kayak,gin,gabisa,jual,klo,kirim,rusak,kecewa,serius,,,,,,,,,,,,,,,,,,,,,,,,,,
document_238,toko,bener,amanahjam,kirim,gw,sen,gadak,ngasi,kabar,dulubuat,mesen,mikir,kecewa,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,
document_239,kecewa,toko,amanah,pesan,kirim,puasa,ambil,hak,org,jam,tgn,hitam,abu,kamana,kacamata,hitam,pasang,kmn,produk,pasang,kmn,knp,ngk,d,kirim,mnta,kembali,,,,,,,,,,,,,
document_240,bagus,si,min,cuman,kecewa,tombol,patah,balik,tp,males,nungu,ydh,paksa,g,makek,hehe,gapapa,alam,aja,si,jugak,co,gbt,aja,mkntop,dapet,harga,k,an,dapet,jam,kek,ginithx,sesuai,harga,si,,,,
document_241,bagus,barang,kirim,lengkap,sesuai,pesan,cuman,jam,lednya,aja,msih,bingung,stel,tpi,toko,djamin,amanah,,,,,,,,,,,,,,,,,,,,,,,
document_242,wapik,pol,nyesel,beli,hargae,murah,ws,ndg,tumbas,gaya,mehong,besti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_243,barang,lengkap,emas,jam,pecah,mati,selernya,tangung,packingnya,cuman,lapis,buble,wrap,aja,pesan,an,pcs,tolong,baik,,,,,,,,,,,,,,,,,,,,,
document_244,bagus,putih,warna,buket,banget,kek,udah,kotor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_245,barang,kondisi,cacat,aplikasi,shope,nilai,koin,buruk,aja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_246,kecewa,banget,klo,murah,jelek,gp,tpi,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_247,bagus,banget,sesuai,ekspektasi,pengirimanya,gp,harga,segitu,bagus,banget,bong,nyesel,blui,doang,,,,,,,,,,,,,,,,,,,,,,,,,,
document_248,jam,udh,copot,kali,tolong,d,cek,hijau,copot,tp,untung,d,pasang,gin,rugi,,,,,,,,,,,,,,,,,,,,,,,,,
document_249,kecewa,jam,mati,tas,kirim,bolong,pesan,orang,udh,bain,ongkir,mahal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_250,bagus,banget,harga,murah,ting,oke,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_251,sedih,si,warna,jam,keorange,an,gitu,sen,bagus,aja,putih,gitu,gatau,warna,orange,gitu,sedih,si,,,,,,,,,,,,,,,,,,,,,,
document_252,sebenernya,jam,cantik,warna,dipake,udah,copot,item,pasang,lubang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_253,recomended,toko,langanan,kecewa,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_254,bagus,bgtcocok,anak,kirim,tp,gag,masalahcuma,pesan,bs,gag,cek,teliti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_255,kecewa,barang,rusak,kirim,auto,kapok,order,barang,utk,jual,untung,buntung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_256,sen,idup,barang,rusak,kecewa,parahkurir,ramah,barang,gk,ater,tuju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_257,percaya,banget,toko,inieh,kali,angap,toko,amanahsaya,pesan,pcsdatang,pcsberapa,rugi,sayarb,lebihjd,rugi,jual,akucoba,liat,bungkus,aj,hp,barang,pcs,bungkus,disituga,belanja,dsini,,,,,,,,,,,,,
document_258,barang,tungu,bagus,buka,masa,eh,udh,copot,aja,setel,jam,na,kecewa,kado,tungu,datang,kecewa,n,zonk,,,,,,,,,,,,,,,,,,,,,
document_259,kirim,vidio,dj,kembali,uang,saran,beli,tangung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_260,kirim,shope,emas,super,jelek,banget,untung,brg,g,rusak,tolong,baik,bos,jam,plastik,itu,warna,putih,smua,ku,ganti,biar,putih,kotor,,,,,,,,,,,,,,,,
document_261,kecewabaru,cek,out,menit,chat,maw,ganti,warna,bisapilih,maron,merahpokoke,kecewa,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_262,sesuai,hrga,brg,kirim,g,lengkap,aju,pngembalian,dana,tolak,kecewa,banget,pdhl,pesan,dsni,,,,,,,,,,,,,,,,,,,,,,,,,
document_263,jam,jelek,bgtangkai,lurus,kotor,jam,nyadan,chat,respon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_264,bagus,ala,ala,jam,mahal,murah,nga,murah,terimakasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_265,gmna,jam,tngn,atur,hm,gmana,bingung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_266,foto,pakai,logo,datang,pakai,logo,aja,nipu,beli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_267,jam,gada,cantelanya,huhu,sedih,banget,bagus,gabisa,dipake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_268,kirim,barang,cacat,gqk,kpke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_269,barang,d,terima,cacat,bsa,nyala,tombol,patahsya,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_270,kecewa,krn,lecet,pingir,jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_271,knp,d,kirimin,jm,rusak,si,kecewa,lg,beli,barang,d,toko,barang,kepake,uang,hlng,jd,klo,d,ganti,rugi,,,,,,,,,,,,,,,,,,,
document_272,brang,sy,pesan,dn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_273,jam,tanganya,cute,cantip,bangethanya,kacamata,keras,banget,framenyajadi,susah,kacamata,tekuk,ngeri,banget,patahmaf,min,review,jujursemoga,perhati,barang,makas,,,,,,,,,,,,,,,,,,,
document_274,udah,bli,kali,kecewa,satu,sobek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_275,item,order,navy,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_276,kecewa,pdhl,udh,langanan,gilir,gk,video,unboxing,eh,tau,jam,kirim,pdhl,kmrin,wktu,pesan,klau,barang,gk,dikabarin,langsung,krm,ni,langsung,krm,sakit,,,,,,,,,,,,,,
document_277,alhamdulilah,barang,barang,cacat,jam,tangan,hilang,tombol,untung,tekan,tombol,susah,kali,teliti,kakak,,,,,,,,,,,,,,,,,,,,,,,,,
document_278,bagus,banget,susah,masangin,jam,overal,bagus,harga,murah,makasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_279,bangus,banget,udah,kali,mesen,toko,alhamdulilah,dikecewain,respon,jual,neng,belanja,toko,pertahanin,kakak,bikin,kecewa,hehe,minus,kirim,banget,salah,toko,,,,,,,,,,,,,,,,,
document_280,jam,bagus,cacatpengemasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_281,kecewa,bandolanya,lepas,bsa,benerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_282,kecewa,banget,sm,seller,g,amanah,pesan,sy,g,kirim,pesan,g,kirim,sy,anjur,klo,beli,sat,masa,buka,video,,,,,,,,,,,,,,,,,,,
document_283,tombol,jam,patah,harga,segitu,banding,toko,buruk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_284,kualitas,peroduk,sy,suka,sy,beli,tadangya,kecewa,hitam,sy,pesan,warna,pink,hitam,lg,pink,copot,haduh,,,,,,,,,,,,,,,,,,,,,,
document_285,lumayan,ukur,harga,segitu,mahtapi,tau,awet,gasusah,banget,ngatur,jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_286,hati,beli,byk,beli,kirim,beli,byk,pelayananya,bagus,repeat,pesan,vidio,unboxing,chat,balas,online,ni,orang,sengaja,kirim,gk,tangung,mending,cari,seller,jgn,beli,selernya,gk,amanah,,,,,,,,,,
document_287,kirim,buruk,pesan,bungkus,buble,wrap,lapis,aja,brli,jam,boxnga,rawan,pecah,tp,gada,packing,khusus,udh,beli,x,dikecewain,walopun,dana,redund,tp,dana,box,garansi,pdhl,salah,kirim,toko,,,,,,,,
document_288,kecewa,rusak,hshzbxjxnchxhxbxhcjcjcjcjcjcjcjcjcj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_289,jam,jelek,keras,sesuai,harga,cumacrb,beli,mubazir,aja,dipake,penyaitnya,lepas,longar,kapok,beli,murah,kualitas,murah,sesuai,duit,,,,,,,,,,,,,,,,,,,,
document_290,kecewa,klo,tombolx,rusak,jd,dipake,atur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_291,bagus,cuman,susah,atur,jam,susah,tekan,tekan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_292,sebel,bngt,sen,jam,tangan,setela,jam,anak,anak,gajelas,bngt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_293,mati,jam,temen,marah,anjrit,gr,jam,doang,gimana,tngung,ka,beli,tp,udah,mati,alah,ko,amnah,,,,,,,,,,,,,,,,,,,,,,
document_294,beli,pencet,lepaspadahal,kesengoltapi,gp,lahsesuai,harga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_295,kali,beli,kecewa,kemaren,ni,salah,warna,rusak,murah,jgn,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_296,beli,item,cuman,komplain,tpi,hrus,video,unboxing,aja,y,tau,kecewa,gin,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_297,rekomendasi,banget,belanja,disni,gilir,komplain,bener,slow,masak,sen,jt,buble,wrap,pdhl,buble,wrap,murah,hasil,persen,pecah,hancur,bener,mikir,kecewa,banget,gilir,tangung,gada,garansi,kotak,tp,mikir,,,,,,,,
document_298,pesan,disni,krn,udh,komplain,slow,respon,pesan,bikin,kecewa,hancur,rusak,b,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_299,bagus,strapnya,beda,warna,item,merah,model,jam,beda,beli,bareng,waktu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_300,ush,beli,barang,orngnya,amanah,bertangung,beli,kirim,cht,dibles,aktif,sumpah,kecewa,banget,moga,berkah,kau,mkan,hasil,nipu,,,,,,,,,,,,,,,,,,,,
document_301,pesan,warna,putih,dtng,warna,putih,butek,gin,putih,mah,cream,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_302,atur,jam,tangan,bundernya,hilang,susuai,foto,kalo,atur,mitesnya,susah,tolong,teliti,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_303,kirim,banget,udah,smpei,brng,rusak,kecewa,banget,si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_304,kcewa,pesan,buah,smpe,resi,tulis,kalo,item,sy,pesan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_305,kecewa,pesan,barang,tatang,cma,pokoxa,kecewa,bangetmudahan,berkat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_306,kecewa,warna,kirim,sesuai,pesan,amanah,banget,kalo,warna,bilang,jgn,kirim,ganti,warna,,,,,,,,,,,,,,,,,,,,,,,,,,
document_307,pesan,bnyk,jam,kirim,jam,jual,tangung,barang,jual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_308,hitam,kirim,navy,tolong,teliti,bikin,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_309,seller,susah,banget,ngerepson,pesan,gada,tangung,video,unboxing,kumplit,aju,kembali,tolak,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_310,barang,rugi,k,barang,pesan,pelang,video,unboxing,ket,dus,ngak,suruh,bikin,video,unboxing,barang,kosong,kasih,tau,,,,,,,,,,,,,,,,,,,,,
document_311,jam,kecepetan,anti,gores,miring,emas,baik,jam,doang,plastik,gede,banget,sesuai,barang,masa,banget,kirim,kualitas,barang,lumayan,harga,enak,dipake,karet,lentur,,,,,,,,,,,,,,,
document_312,beli,komlen,toko,ganti,rugi,julan,tu,jujur,bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_313,barang,zonk,pesan,warna,hitam,biru,merah,kirim,chat,aja,respon,jual,beli,toko,nyesal,toko,barang,seller,ramah,,,,,,,,,,,,,,,,,,,,,
document_314,beli,rusak,alas,tau,batrai,habis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_315,d,pesan,ap,smpai,kecewa,si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_316,sy,pesan,pcs,pcs,sja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_317,kecewa,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_318,rusak,guys,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_319,toko,tipu,barang,bnyak,dkirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_320,barang,jelek,lecetgak,sesuai,sm,foto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_321,jelek,bangetpadahal,gambar,mh,bagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_322,ting,diksh,putus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_323,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_324,pesan,krim,pdhal,udah,bayarkcewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_325,kecewa,banget,beli,cacat,gimana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_326,tombol,patah,hadeuh,rugi,pcs,jam,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_327,packingan,buruk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_328,buruk,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_329,bgs,bgtrekomen,pergi,pergisekolah,poko,bgs,banget,hihimksi,kaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_330,jelek,kek,harga,rb,an,tali,miring,tombol,copot,sempet,vidioin,asli,tau,klo,barang,sesuai,ekspektasi,hm,,,,,,,,,,,,,,,,,,,,,,
document_331,beli,kalo,nyesal,pesan,jam,kirim,jam,mati,toko,amanah,kali,belanja,shope,kecewa,kirim,barang,rusak,,,,,,,,,,,,,,,,,,,,,,,
document_332,sumpah,jam,bgus,banget,lampu,angka,wrna,wrni,sbnernya,susah,si,ngntur,jam,tpi,alhamdulilah,terimakasih,,,,,,,,,,,,,,,,,,,,,,,,
document_333,jelek,banget,lg,butuh,banget,jam,tangan,eh,kek,gitu,udh,jam,jelak,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_334,jelek,barang,gada,udh,diwanti,wanti,jgn,smpe,kurng,kalo,barang,gada,uang,masukin,paket,knp,ribet,kalo,aju,dana,rugi,situ,per,utama,kalo,jual,jgn,gacocok,,,,,,,,,,,,
document_335,kecewa,bnget,sihjam,mati,trus,beli,gelang,couple,krim,kalung,rban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_336,tombolbuat,ngaturnya,lepas,gabisa,atur,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_337,hati,belanja,toko,udh,kali,nipu,mwreka,kirim,barang,lengkap,kirim,barang,cacat,suruh,refund,ngaku,salah,klo,belanja,toko,inj,,,,,,,,,,,,,,,,,,,
document_338,mohon,pelang,belanja,toko,mikir,mesan,jam,pcs,jam,tangan,kirim,jam,tangan,customer,untung,rugi,toko,tipu,,,,,,,,,,,,,,,,,,,,,,
document_339,packing,buruk,kirim,lambat,kunci,tali,gk,nempel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_340,beli,x,bagus,sengaja,kirim,barang,rusak,beli,yng,bener,yng,bekas,ganti,batre,bekas,lem,korea,yng,abis,batre,nga,amanah,orang,males,beli,,,,,,,,,,,,,,,
document_341,kasih,babel,wrab,dikit,biar,gk,gores,layar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_342,sdah,kali,kirim,in,jam,mati,sana,org,paksa,engak,jual,rugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_343,beli,pcs,rusak,pcs,retak,harga,lumayan,auto,gk,ambil,custolong,packinganya,tebal,dikit,biar,meminimalisir,rusa,sat,pengirimn,kalo,rugi,naikn,etalase,shope,buble,sma,packingn,kardus,biar,beli,enak,gk,rugi,,,,,,,
document_344,tau,pesan,salah,aja,warna,sesui,kirim,pdhl,jual,mikir,cari,uang,senak,aja,dosa,mu,berat,kau,tangung,akhirat,hati,bos,jual,amanah,,,,,,,,,,,,,,,,
document_345,tolong,pikir,pikir,klo,beli,toko,barang,kirim,rusak,n,duit,g,jd,d,jual,dr,rugi,mending,beli,d,toko,aja,tipu,toko,,,,,,,,,,,,,,,,
document_346,kecewa,toko,slalu,barang,dikirimngak,teliti,wktu,ngirim,paket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_347,jual,teliti,barang,kirim,aju,dana,sulit,dana,hangus,gitu,aja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_348,gila,pesan,kirim,ngajuin,batal,eh,tolak,buka,saking,percaya,toko,g,bikin,video,unboxing,tau,gin,mending,toko,belah,,,,,,,,,,,,,,,,,,,,
document_349,kakak,jam,aneh,baget,jam,hp,kalo,jam,sumpah,aneh,anti,air,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_350,susah,banget,nyetingnya,yalah,musti,nyari,youtube,tombol,jam,geser,susah,wajar,aja,rb,berekspektasi,,,,,,,,,,,,,,,,,,,,,,,,,
document_351,barang,lengkap,rusak,video,inboxsing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_352,gatau,kualitas,sen,barang,rb,kirim,total,rb,pengembalun,rb,kasih,hati,hati,beli,ownernya,amanah,gamau,ngecek,stock,tangal,,,,,,,,,,,,,,,,,,,,
document_353,kwalitas,cermin,kwalitas,mana,kecewa,layan,nungu,kembali,uang,cod,basa,basi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_354,barang,kirim,kurangpesan,jam,tangan,dtg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_355,pesan,pcs,wrna,navy,bgus,brfungsi,satunta,wrna,putih,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_356,kecewa,toko,langanan,kali,headset,pesan,dtg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
